RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30
76052,4133,76052,zip,TX,TX,Haslet,Dallas-Fort Worth-Arlington,Haslet County,301624.38,302956.07,304904.94,307151.51,309247.93,310595.38,310427.96,311555.92,313502.86,314044.8,316209.77,318652.55,321960.36,322220.71,324207.44,329284.06,332037.01,333380.95,337950.18,341343.22,345888.15,349634.42,353611.75,357532.96,361856.41,367947.29,372698.6,374658.61,378907.24,383993.85,389219.28,392613.35,397911.6,402998.19,410138.33,413316.9,416820.92,420606.34,424193.83,427303.14,428034.68,431756.82,436552.81,440272.39,447231.4,451721.66,457988.43,462927.5,462686.41,461685.96,462196.75,460887.72,460191.03,459316.2,457541.01,456724.28,458415.6,456668.49,455873.15,456225.7,460067.46,462383.97,461389.77,464411.92,463641.73,468004.51
78201,394,78201,zip,TX,TX,San Antonio,San Antonio-New Braunfels,San Antonio County,200901.68,202307.8,202569.52,202436.32,203404.43,204197.54,204713.22,205584.06,208113.22,209466.7,210964.07,212342.05,214983.24,216580.52,216978.1,218591.17,220872.22,221996.59,223655.1,224980.19,227793.81,230128.33,232419.17,234711.94,236563.4,238596.11,239656.54,240001.81,242029.88,244201.37,247040.89,250181.77,253361.58,254629.89,256397.84,258818.49,262854.95,266124.94,269147.64,270987.71,272437.6,275261.88,276555.07,278569.69,280702.32,284289.34,286261.15,286456.45,286030.59,284572.67,283755.35,282830.27,281749.55,281572.33,279432.78,278161.07,277897.4,276551.75,274387.34,274114.51,276134.54,277201.8,276679.96,278372.66,278099.95,279469.98
78205,1689,78205,zip,TX,TX,San Antonio,San Antonio-New Braunfels,San Antonio County,220114.51,220703.15,221464.6,221922.45,223202.08,223796.2,225349.47,226440.96,226872.85,227190.97,226976.85,228082.72,229664.76,229867.65,231337.16,232562.53,235522.36,236203.41,237071.68,239757.68,242651.63,244050.52,245540.15,247958.4,248210.99,248810.78,250591.71,253761.62,255460.0,257581.03,260517.81,264248.59,265905.29,268019.1,271628.29,272560.9,275581.62,276944.39,279245.08,281275.79,282717.6,284145.52,286654.31,289803.67,292009.3,294406.8,297266.53,298778.17,298544.85,298383.05,299818.53,298580.79,297274.72,297068.68,296907.46,295540.13,294296.05,293890.92,292279.59,291042.78,292285.18,294327.61,294971.07,294520.61,294005.26,294070.46
78209,2407,78209,zip,TX,TX,San Antonio,San Antonio-New Braunfels,San Antonio County,370022.38,371330.85,371491.76,372194.53,372818.98,373817.56,376795.96,379051.4,380585.95,381581.91,382612.3,384518.95,388268.97,390317.92,393483.18,394232.82,397637.08,401727.35,404603.64,410045.39,412241.71,415808.55,419090.33,422316.96,425550.65,429091.79,433616.08,438877.24,442385.29,447006.43,449641.39,454271.74,456867.46,462017.26,468777.46,472355.99,473027.86,476034.32,481601.84,486253.74,490506.88,495915.21,500603.27,506436.89,511885.28,518317.17,523021.61,528626.2,526553.25,524023.49,525134.58,523899.78,523593.12,522216.7,519731.19,518189.12,518866.9,518174.59,513959.54,512085.78,516872.18,518608.16,517881.36,522894.01,526056.04,528049.78
78216,3010,78216,zip,TX,TX,San Antonio,San Antonio-New Braunfels,San Antonio County,282029.18,282698.73,284803.35,286405.82,287761.68,289038.35,290042.79,292112.8,292522.92,292269.66,293977.48,295710.1,298501.82,301254.96,303375.3,306519.01,308929.27,310949.26,313145.9,317549.34,318436.91,321461.86,322414.24,324888.87,327065.34,327636.04,330639.51,332907.66,333474.4,336982.12,341128.69,345382.69,348517.68,351353.98,355564.77,360203.88,364310.46,366195.91,369346.67,372788.44,373746.94,377263.18,382853.83,386651.67,391453.98,394800.42,397872.1,401510.17,399322.95,396970.41,397287.55,397731.34,395355.56,395317.6,394028.52,393248.12,392611.31,392604.66,391524.27,392006.04,393937.94,396251.36,396845.82,401003.17,403172.38,405647.46
78230,2226,78230,zip,TX,TX,San Antonio,San Antonio-New Braunfels,San Antonio County,319736.14,320225.94,322696.05,324264.57,323699.92,326003.0,326775.19,329465.84,330696.89,332222.76,334726.68,335164.34,336847.36,339343.57,342900.4,344274.53,345305.94,348921.7,351081.89,353477.44,354336.24,356449.16,359292.67,363169.84,365234.94,369972.81,372172.79,374387.49,379109.29,382382.67,384808.47,387707.85,392383.31,397248.31,399452.89,402597.66,405927.33,407973.73,411169.36,414465.28,419198.74,424070.78,427044.52,430186.78,434485.58,437198.7,441468.35,444883.67,442255.21,439658.94,440248.6,438721.27,439564.08,437568.06,436637.62,438461.9,435755.65,431967.43,432338.82,429969.42,431662.59,432630.48,434709.05,435208.27,436714.17,439050.34
78250,1259,78250,zip,TX,TX,San Antonio,San Antonio-New Braunfels,San Antonio County,270512.93,271313.07,271235.35,271976.45,273161.29,273926.51,274799.2,275881.99,276442.8,278121.69,280432.3,281163.35,283821.92,285888.47,288489.04,292152.08,294935.12,295725.47,298494.05,301986.01,304201.14,307543.37,309367.0,310463.2,313078.39,313933.27,316218.92,319969.45,320696.01,322030.59,323609.79,326137.2,328388.47,332393.96,336004.77,339192.05,342053.78,345193.73,347062.62,350731.64,352367.41,356069.43,360185.03,363294.36,366008.66,369376.28,369160.36,372448.39,371204.39,370034.4,369708.62,368516.56,366150.46,364896.68,363875.94,362909.78,361997.34,362040.09,359774.41,358884.72,361709.07,361273.63,362913.43,363727.76,364778.16,365247.11
78258,1777,78258,zip,TX,TX,San Antonio,San Antonio-New Braunfels,San Antonio County,391361.63,395088.86,395170.53,395364.63,395401.87,399032.55,400075.21,401644.74,402765.99,403235.91,404564.39,409166.2,414148.3,416401.76,420541.92,422857.19,423986.6,428675.27,433596.58,438426.05,441315.45,444625.17,449182.27,453303.28,456394.4,457828.75,461647.78,466835.33,468892.79,473542.46,477801.8,482699.48,487823.78,490710.04,492255.34,495405.5,500690.18,503881.58,506863.48,508148.86,514885.87,520280.4,525644.33,531375.52,536545.87,540444.96,544503.0,548160.6,550848.9,550115.02,547699.25,546821.01,543522.25,544344.88,541632.3,540821.61,540928.66,539930.27,538463.5,536865.56,538922.12,540145.42,541577.64,546147.89,548154.65,549055.06
78023,2318,78023,zip,TX,TX,Helotes,San Antonio-New Braunfels,Helotes County,342482.38,344546.46,346503.82,347622.14,349610.57,350334.02,351462.51,353890.91,356234.67,356610.23,357121.41,358666.35,363393.0,364211.83,367429.65,368852.29,371101.18,373664.27,376182.2,378589.24,381626.14,384066.35,385453.84,389439.28,393434.39,397577.06,398920.0,402469.09,406505.03,408499.5,411778.74,414929.34,420541.86,426334.19,427616.15,434236.41,436518.02,441294.41,446109.59,448345.91,452596.14,456070.9,460477.91,464480.39,469863.26,473728.45,477279.7,482667.32,482059.74,481671.89,479266.54,476325.86,474085.62,471780.4,471477.79,471443.83,469810.09,470417.44,470937.44,469868.51,470589.44,474695.86,476507.75,478594.14,480020.92,480659.65
78132,3304,78132,zip,TX,TX,New Braunfels,San Antonio-New Braunfels,New Braunfels County,309874.17,311701.99,312216.24,316330.81,316565.45,316637.58,318388.72,321123.03,322469.74,324313.21,323816.81,324453.9,326004.52,326759.17,329487.92,329906.87,331237.52,333353.6,335189.1,338269.22,341285.48,344930.89,348468.9,352449.26,355266.83,358432.4,361849.89,364898.46,367382.84,369955.5,372007.77,375454.36,378352.1,380626.18,382914.99,384587.87,388793.92,391995.97,394117.3,398226.22,400742.48,402257.48,406707.92,409306.26,412078.62,415426.16,420173.55,423560.2,420765.82,420190.06,418318.12,419432.43,418172.72,414114.31,413315.94,414487.19,415203.32,416238.37,413716.26,413607.23,414365.79,416302.07,416377.48,417237.98,418060.46,420859.66
78130,4569,78130,zip,TX,TX,New Braunfels,San Antonio-New Braunfels,New Braunfels County,281352.53,281338.11,282200.43,282697.57,284565.92,286710.0,288765.47,289266.29,288045.99,287671.27,290048.84,290859.89,292531.7,296313.54,299808.71,302229.16,304380.97,306695.39,309357.97,313317.79,316221.43,319439.96,323116.02,324567.12,327898.67,330232.09,330381.26,330914.99,332551.58,335741.97,338542.53,341438.12,346168.0,347619.39,350371.74,353494.71,355541.86,358416.41,359563.39,363960.75,366128.2,371288.48,374222.62,378370.56,381337.02,384352.55,386753.95,389986.19,389188.28,387105.04,385798.51,383934.99,385431.95,384171.9,384800.29,383420.06,382568.05,379903.81,378254.56,377358.71,380663.62,382439.77,385557.1,387840.44,391285.32,392781.16
